,Make,Model,Year,0
12158,Mercedes-Benz,S-ClassS350,2012,35995
12159,Mercedes-Benz,S-ClassS430,2001,10888
12160,Mercedes-Benz,S-ClassS430,2001,7999
12161,Mercedes-Benz,S-ClassS430,2001,3995
12162,Mercedes-Benz,S-ClassS430,2002,5888
12163,Mercedes-Benz,S-ClassS430,2002,4995
12164,Mercedes-Benz,S-ClassS430,2003,6999
12165,Mercedes-Benz,S-ClassS430,2003,4995
12166,Mercedes-Benz,S-ClassS430,2003,3990
12167,Mercedes-Benz,S-ClassS430,2004,8988
12168,Mercedes-Benz,S-ClassS430,2004,8499
12169,Mercedes-Benz,S-ClassS430,2004,7995
12170,Mercedes-Benz,S-ClassS430,2005,10995
12171,Mercedes-Benz,S-ClassS430,2005,10900
12172,Mercedes-Benz,S-ClassS430,2005,10888
12173,Mercedes-Benz,S-ClassS430,2006,10990
12174,Mercedes-Benz,S-ClassS430,2006,8999
12175,Mercedes-Benz,S-ClassS430,2006,6998
12176,Mercedes-Benz,S-ClassS500,2000,5950
12177,Mercedes-Benz,S-ClassS500,2000,4998
12178,Mercedes-Benz,S-ClassS500,2000,4590
12179,Mercedes-Benz,S-ClassS500,2001,7500
12180,Mercedes-Benz,S-ClassS500,2002,4950
12181,Mercedes-Benz,S-ClassS500,2003,10998
12182,Mercedes-Benz,S-ClassS500,2003,9977
12183,Mercedes-Benz,S-ClassS500,2003,4986
12184,Mercedes-Benz,S-ClassS500,2004,10998
12185,Mercedes-Benz,S-ClassS500,2005,19885
12186,Mercedes-Benz,S-ClassS500,2005,10991
12187,Mercedes-Benz,S-ClassS500,2005,10990
12188,Mercedes-Benz,S-ClassS500,2006,17900
12189,Mercedes-Benz,S-ClassS500,2006,9888
12190,Mercedes-Benz,S-ClassS500,2006,8977
12191,Mercedes-Benz,S-ClassS55,2003,19888
12192,Mercedes-Benz,S-ClassS55,2005,16995
12193,Mercedes-Benz,S-ClassS55,2005,14479
12194,Mercedes-Benz,S-ClassS55,2005,11990
12195,Mercedes-Benz,S-ClassS55,2006,11988
12196,Mercedes-Benz,S-ClassS550,2012,39703
12197,Mercedes-Benz,S-ClassS550,2012,36995
12198,Mercedes-Benz,S-ClassS550,2012,36981
12199,Mercedes-Benz,S-ClassS550,2013,44900
12200,Mercedes-Benz,S-ClassS550,2013,43975
12201,Mercedes-Benz,S-ClassS550,2013,43211
12202,Mercedes-Benz,S-ClassS550,2014,68990
12203,Mercedes-Benz,S-ClassS550,2014,67900
12204,Mercedes-Benz,S-ClassS550,2014,66900
12205,Mercedes-Benz,S-ClassS550,2015,93998
12206,Mercedes-Benz,S-ClassS550,2015,91983
12207,Mercedes-Benz,S-ClassS550,2015,89397
12208,Mercedes-Benz,S-ClassS550,2016,104990
12209,Mercedes-Benz,S-ClassS550,2016,102900
12210,Mercedes-Benz,S-ClassS550,2016,99997
12211,Mercedes-Benz,S-ClassS600,2001,7950
12212,Mercedes-Benz,S-ClassS600,2003,5999
12213,Mercedes-Benz,S-ClassS600,2015,99998
12214,Mercedes-Benz,S-ClassS63,2013,44997
12215,Mercedes-Benz,S-ClassS63,2014,79900
12216,Mercedes-Benz,S-ClassS63,2014,77888
12217,Mercedes-Benz,S-ClassS63,2015,119888
12218,Mercedes-Benz,S-ClassS63,2015,116788
12219,Mercedes-Benz,S-ClassS63,2015,115895
12220,Mercedes-Benz,S-ClassS65,2006,27997
12221,Mercedes-Benz,S-ClassS65,2015,109982
12222,Mercedes-Benz,SL-Class2dr,2007,29999
12223,Mercedes-Benz,SL-Class2dr,2007,27976
12224,Mercedes-Benz,SL-Class2dr,2007,26982
12225,Mercedes-Benz,SL-Class2dr,2008,47691
12226,Mercedes-Benz,SL-Class2dr,2008,37488
12227,Mercedes-Benz,SL-Class2dr,2008,31995
12228,Mercedes-Benz,SL-Class2dr,2009,209951
12229,Mercedes-Benz,SL-Class2dr,2009,41997
12230,Mercedes-Benz,SL-Class2dr,2009,40881
12231,Mercedes-Benz,SL-Class2dr,2011,38339
12232,Mercedes-Benz,SL-Class2dr,2011,37995
12233,Mercedes-Benz,SL-Class2dr,2011,37995
12234,Mercedes-Benz,SL-ClassSL320,1997,9900
12235,Mercedes-Benz,SL-ClassSL400,2015,72975
12236,Mercedes-Benz,SL-ClassSL400,2015,68969
12237,Mercedes-Benz,SL-ClassSL400,2015,67935
12238,Mercedes-Benz,SL-ClassSL500,1997,6998
12239,Mercedes-Benz,SL-ClassSL500,1998,12888
12240,Mercedes-Benz,SL-ClassSL500,1998,8000
12241,Mercedes-Benz,SL-ClassSL500,2000,7995
12242,Mercedes-Benz,SL-ClassSL500,2000,4990
12243,Mercedes-Benz,SL-ClassSL500,2001,7900
12244,Mercedes-Benz,SL-ClassSL500,2002,16950
12245,Mercedes-Benz,SL-ClassSL500,2003,20975
12246,Mercedes-Benz,SL-ClassSL500,2003,19999
12247,Mercedes-Benz,SL-ClassSL500,2003,19900
12248,Mercedes-Benz,SL-ClassSL500,2004,25888
12249,Mercedes-Benz,SL-ClassSL500,2004,21995
12250,Mercedes-Benz,SL-ClassSL500,2004,17888
12251,Mercedes-Benz,SL-ClassSL500,2005,23660
12252,Mercedes-Benz,SL-ClassSL500,2005,19999
12253,Mercedes-Benz,SL-ClassSL500,2005,19988
12254,Mercedes-Benz,SL-ClassSL500,2006,19995
12255,Mercedes-Benz,SL-ClassSL500,2006,19950
12256,Mercedes-Benz,SL-ClassSL500,2006,17999
12257,Mercedes-Benz,SL-ClassSL55,2003,18995
12258,Mercedes-Benz,SL-ClassSL55,2004,26885
12259,Mercedes-Benz,SL-ClassSL55,2004,25990
12260,Mercedes-Benz,SL-ClassSL55,2004,21991
12261,Mercedes-Benz,SL-ClassSL55,2005,22888
12262,Mercedes-Benz,SL-ClassSL55,2005,18987
12263,Mercedes-Benz,SL-ClassSL55,2006,29988
12264,Mercedes-Benz,SL-ClassSL55,2006,25901
12265,Mercedes-Benz,SL-ClassSL55,2006,15995
12266,Mercedes-Benz,SL-ClassSL550,2012,41999
12267,Mercedes-Benz,SL-ClassSL550,2012,35995
12268,Mercedes-Benz,SL-ClassSL550,2013,150000
12269,Mercedes-Benz,SL-ClassSL550,2013,59999
12270,Mercedes-Benz,SL-ClassSL550,2013,59900
12271,Mercedes-Benz,SL-ClassSL550,2014,74995
12272,Mercedes-Benz,SL-ClassSL550,2014,74900
12273,Mercedes-Benz,SL-ClassSL550,2014,74888
12274,Mercedes-Benz,SL-ClassSL550,2015,79900
12275,Mercedes-Benz,SL-ClassSL550,2015,77900
12276,Mercedes-Benz,SL-ClassSL550,2015,75877
12277,Mercedes-Benz,SL-ClassSL63,2012,50985
12278,Mercedes-Benz,SL-ClassSL63,2012,43995
12279,Mercedes-Benz,SL-ClassSL63,2013,79888
12280,Mercedes-Benz,SL-ClassSL63,2013,69223
12281,Mercedes-Benz,SL-ClassSL63,2013,65888
12282,Mercedes-Benz,SL-ClassSL63,2014,92500
12283,Mercedes-Benz,SL-ClassSL63,2015,105000
12284,Mercedes-Benz,SL-ClassSL63,2015,99000
12285,Mercedes-Benz,SL-ClassSL63,2015,97443
12286,Mercedes-Benz,SL-ClassSL65,2005,99885
12287,Mercedes-Benz,SL-ClassSL65,2006,53990
12288,Mercedes-Benz,SL-ClassSL65,2006,34972
12289,Mercedes-Benz,SL-ClassSL65,2006,33000
12290,Mercedes-Benz,SLCAMG,2017,67305
12291,Mercedes-Benz,SLCSLC,2017,43999
12292,Mercedes-Benz,SLK-Class2dr,2007,21973
12293,Mercedes-Benz,SLK-Class2dr,2007,19980
12294,Mercedes-Benz,SLK-Class2dr,2007,17888
12295,Mercedes-Benz,SLK-Class2dr,2008,18991
12296,Mercedes-Benz,SLK-Class2dr,2008,17995
12297,Mercedes-Benz,SLK-Class2dr,2008,15950
12298,Mercedes-Benz,SLK-Class2dr,2009,26488
12299,Mercedes-Benz,SLK-Class2dr,2009,14995
12300,Mercedes-Benz,SLK-Class2dr,2009,14800
12301,Mercedes-Benz,SLK-Class2dr,2010,16982
12302,Mercedes-Benz,SLK-Class2dr,2010,16685
12303,Mercedes-Benz,SLK-Class2dr,2010,16205
12304,Mercedes-Benz,SLK-Class2dr,2011,20998
12305,Mercedes-Benz,SLK-Class2dr,2011,19900
12306,Mercedes-Benz,SLK-Class2dr,2011,15900
12307,Mercedes-Benz,SLK-ClassSLK230,1999,6995
12308,Mercedes-Benz,SLK-ClassSLK230,1999,6875
12309,Mercedes-Benz,SLK-ClassSLK230,1999,4996
12310,Mercedes-Benz,SLK-ClassSLK230,2000,4995
12311,Mercedes-Benz,SLK-ClassSLK230,2001,99999
12312,Mercedes-Benz,SLK-ClassSLK230,2001,2750
12313,Mercedes-Benz,SLK-ClassSLK230,2003,10888
12314,Mercedes-Benz,SLK-ClassSLK230,2003,9899
12315,Mercedes-Benz,SLK-ClassSLK230,2003,8990
12316,Mercedes-Benz,SLK-ClassSLK230,2004,7995
12317,Mercedes-Benz,SLK-ClassSLK250,2012,26200
12318,Mercedes-Benz,SLK-ClassSLK250,2012,17997
12319,Mercedes-Benz,SLK-ClassSLK250,2013,29491
12320,Mercedes-Benz,SLK-ClassSLK250,2013,26998
12321,Mercedes-Benz,SLK-ClassSLK250,2013,26619
12322,Mercedes-Benz,SLK-ClassSLK250,2014,39975
12323,Mercedes-Benz,SLK-ClassSLK250,2014,39900
12324,Mercedes-Benz,SLK-ClassSLK250,2014,37500
12325,Mercedes-Benz,SLK-ClassSLK250,2015,40991
12326,Mercedes-Benz,SLK-ClassSLK250,2015,39397
12327,Mercedes-Benz,SLK-ClassSLK250,2015,38991
12328,Mercedes-Benz,SLK-ClassSLK280,2006,12988
12329,Mercedes-Benz,SLK-ClassSLK280,2006,12888
12330,Mercedes-Benz,SLK-ClassSLK280,2006,11499
12331,Mercedes-Benz,SLK-ClassSLK320,2001,7995
12332,Mercedes-Benz,SLK-ClassSLK320,2002,11000
12333,Mercedes-Benz,SLK-ClassSLK320,2002,8450
12334,Mercedes-Benz,SLK-ClassSLK320,2003,10495
12335,Mercedes-Benz,SLK-ClassSLK350,2005,14996
12336,Mercedes-Benz,SLK-ClassSLK350,2005,13995
12337,Mercedes-Benz,SLK-ClassSLK350,2005,13380
12338,Mercedes-Benz,SLK-ClassSLK350,2006,15944
12339,Mercedes-Benz,SLK-ClassSLK350,2006,13539
12340,Mercedes-Benz,SLK-ClassSLK350,2006,11288
12341,Mercedes-Benz,SLK-ClassSLK350,2012,26988
12342,Mercedes-Benz,SLK-ClassSLK350,2012,22995
12343,Mercedes-Benz,SLK-ClassSLK350,2012,19795
12344,Mercedes-Benz,SLK-ClassSLK350,2013,33885
12345,Mercedes-Benz,SLK-ClassSLK350,2013,31988
12346,Mercedes-Benz,SLK-ClassSLK350,2014,42700
12347,Mercedes-Benz,SLK-ClassSLK350,2014,38401
12348,Mercedes-Benz,SLK-ClassSLK350,2014,37500
12349,Mercedes-Benz,SLK-ClassSLK55,2014,47391
12350,Mercedes-Benz,SLK-ClassSLK55,2015,58888
12351,Mercedes-Benz,SLK-ClassSLK55,2015,50362
12352,Mercedes-Benz,SLKSLK300,2016,36983
12353,Mercedes-Benz,SLKSLK300,2016,31999
12354,Mercedes-Benz,SLKSLK300,2016,30577
12355,Mercedes-Benz,SLKSLK350,2016,48992
12356,Mercedes-Benz,SLR,2006,245000
12357,Mercedes-Benz,SLR,2008,490000
12358,Mercedes-Benz,SLS,2011,185000
12359,Mercedes-Benz,SLS,2011,169988
12360,Mercedes-Benz,SLS,2012,179950
12361,Mercedes-Benz,SLS,2012,179900
12362,Mercedes-Benz,SLS,2012,147663
12363,Mercedes-Benz,SLS,2013,153999
12364,Mercedes-Benz,SLS,2014,179990
12365,Mercedes-Benz,SLSL,2017,108885
12366,Mercedes-Benz,SLSL550,2016,88411
12367,Mercedes-Benz,Sprinter,2011,26500
12368,Mercedes-Benz,Sprinter,2011,25950
12369,Mercedes-Benz,Sprinter,2011,25000
12370,Mercedes-Benz,Sprinter,2012,88888
12371,Mercedes-Benz,Sprinter,2012,63184
12372,Mercedes-Benz,Sprinter,2012,32980
12373,Mercedes-Benz,Sprinter,2013,39000
12374,Mercedes-Benz,Sprinter,2013,33995
12375,Mercedes-Benz,Sprinter,2013,33980
12376,Mercedes-Benz,Sprinter,2014,95550
12377,Mercedes-Benz,Sprinter,2014,59900
12378,Mercedes-Benz,Sprinter,2014,57888
12379,Mercedes-Benz,Sprinter,2015,84900
12380,Mercedes-Benz,Sprinter,2015,84900
12381,Mercedes-Benz,Sprinter,2015,44990
12382,Mercedes-Benz,Sprinter,2016,159998
12383,Mercedes-Benz,Sprinter,2016,155789
12384,Mercedes-Benz,Sprinter,2016,69999
12385,Mercury,Cougar3dr,2000,2999
12386,Mercury,Grand,1999,3987
12387,Mercury,Grand,1999,2750
12388,Mercury,Grand,2000,4998
12389,Mercury,Grand,2000,3995
12390,Mercury,Grand,2000,2990
12391,Mercury,Grand,2001,99999
12392,Mercury,Grand,2001,4950
12393,Mercury,Grand,2001,3988
12394,Mercury,Grand,2002,5995
12395,Mercury,Grand,2002,4651
12396,Mercury,Grand,2002,3000
12397,Mercury,Grand,2003,6950
12398,Mercury,Grand,2003,5000
12399,Mercury,Grand,2003,3300
12400,Mercury,Grand,2004,7900
12401,Mercury,Grand,2004,5874
12402,Mercury,Grand,2004,4995
12403,Mercury,Grand,2005,5990
12404,Mercury,Grand,2005,5291
12405,Mercury,Grand,2005,4988
12406,Mercury,Grand,2006,6000
12407,Mercury,Grand,2006,4001
12408,Mercury,Grand,2007,7983
12409,Mercury,Grand,2007,6711
12410,Mercury,Grand,2007,1988
12411,Mercury,Grand,2008,10900
12412,Mercury,Grand,2008,7998
12413,Mercury,Grand,2008,6500
12414,Mercury,Grand,2009,9751
12415,Mercury,Grand,2009,9577
12416,Mercury,Grand,2009,6991
12417,Mercury,Grand,2010,7900
12418,Mercury,Grand,2010,6999
12419,Mercury,Grand,2011,19995
12420,Mercury,Grand,2011,7995
12421,Mercury,Mariner4WD,2007,5933
12422,Mercury,Mariner4WD,2008,9000
12423,Mercury,Mariner4WD,2008,8995
12424,Mercury,Mariner4WD,2008,7995
12425,Mercury,Mariner4WD,2010,14995
12426,Mercury,Mariner4WD,2010,12998
12427,Mercury,Mariner4WD,2010,12595
12428,Mercury,Mariner4dr,2005,3988
12429,Mercury,Mariner4dr,2006,5898
12430,Mercury,MarinerFWD,2007,8795
12431,Mercury,MarinerFWD,2008,7327
12432,Mercury,MarinerFWD,2008,6800
12433,Mercury,MarinerFWD,2009,10395
12434,Mercury,MarinerFWD,2009,8490
12435,Mercury,MarinerFWD,2009,7950
12436,Mercury,MarinerFWD,2010,11999
12437,Mercury,MarinerFWD,2010,11999
12438,Mercury,MarinerFWD,2011,11895
12439,Mercury,MarinerFWD,2011,9400
12440,Mercury,Milan4dr,2007,9000
12441,Mercury,Milan4dr,2007,5995
12442,Mercury,Milan4dr,2007,5991
12443,Mercury,Milan4dr,2008,9679
12444,Mercury,Milan4dr,2009,8995
12445,Mercury,Milan4dr,2009,8870
12446,Mercury,Milan4dr,2009,6995
12447,Mercury,Milan4dr,2010,10695
12448,Mercury,Milan4dr,2010,10295
12449,Mercury,Milan4dr,2010,10195
12450,Mercury,Milan4dr,2011,5500
12451,Mercury,Montego4dr,2005,7194
12452,Mercury,Montego4dr,2005,5999
12453,Mercury,Montego4dr,2005,5995
12454,Mercury,Montego4dr,2007,9695
12455,Mercury,Montego4dr,2007,7299
12456,Mercury,Montego4dr,2007,5998
12457,Mercury,Monterey4dr,2004,3999
12458,Mercury,Monterey4dr,2005,4695
12459,Mercury,Mountaineer2WD,2007,8495
12460,Mercury,Mountaineer2WD,2007,6346
12461,Mercury,Mountaineer2WD,2007,5580
12462,Mercury,Mountaineer4dr,2000,2900
12463,Mercury,Mountaineer4dr,2002,4995
12464,Mercury,Mountaineer4dr,2002,2150
12465,Mercury,Mountaineer4dr,2002,2000
12466,Mercury,Mountaineer4dr,2003,4695
12467,Mercury,Mountaineer4dr,2004,3995
12468,Mercury,Mountaineer4dr,2005,5990
12469,Mercury,Mountaineer4dr,2006,10980
12470,Mercury,Mountaineer4dr,2006,6988
12471,Mercury,Mountaineer4dr,2006,6900
12472,Mercury,MountaineerAWD,2008,8988
12473,Mercury,MountaineerAWD,2009,9995
12474,Mercury,MountaineerAWD,2010,7500
12475,Mercury,MountaineerRWD,2009,15991
12476,Mercury,MountaineerRWD,2010,13295
12477,Mercury,MountaineerRWD,2010,11995
12478,Mercury,Sable4dr,2000,4999
12479,Mercury,Sable4dr,2000,2295
12480,Mercury,Sable4dr,2001,4998
12481,Mercury,Sable4dr,2005,5800
12482,Mercury,Sable4dr,2005,4995
12483,Mercury,Sable4dr,2008,7300
12484,Mercury,Sable4dr,2008,6990
12485,Mercury,Villager5dr,2000,3575
12486,Mitsubishi,3000GT2dr,1997,8975
12487,Mitsubishi,Eclipse2dr,1999,3981
12488,Mitsubishi,Eclipse2dr,2001,2491
12489,Mitsubishi,Eclipse2dr,2004,3995
12490,Mitsubishi,Eclipse2dr,2007,10995
12491,Mitsubishi,Eclipse2dr,2007,7995
12492,Mitsubishi,Eclipse2dr,2007,7988
12493,Mitsubishi,Eclipse2dr,2008,9999
12494,Mitsubishi,Eclipse2dr,2008,9479
12495,Mitsubishi,Eclipse2dr,2008,7793
12496,Mitsubishi,Eclipse2dr,2009,8544
12497,Mitsubishi,Eclipse2dr,2009,7991
12498,Mitsubishi,Eclipse2dr,2011,11990
12499,Mitsubishi,Eclipse2dr,2011,8591
12500,Mitsubishi,Eclipse2dr,2011,7503
12501,Mitsubishi,Eclipse3dr,2001,5321
12502,Mitsubishi,Eclipse3dr,2001,2599
12503,Mitsubishi,Eclipse3dr,2002,6999
12504,Mitsubishi,Eclipse3dr,2002,2989
12505,Mitsubishi,Eclipse3dr,2003,2990
12506,Mitsubishi,Eclipse3dr,2004,5180
12507,Mitsubishi,Eclipse3dr,2006,7577
12508,Mitsubishi,Eclipse3dr,2006,5995
12509,Mitsubishi,Eclipse3dr,2006,4999
12510,Mitsubishi,Eclipse3dr,2007,7885
12511,Mitsubishi,Eclipse3dr,2007,6998
12512,Mitsubishi,Eclipse3dr,2007,6995
12513,Mitsubishi,Eclipse3dr,2008,9499
12514,Mitsubishi,Eclipse3dr,2008,6491
12515,Mitsubishi,Eclipse3dr,2009,9895
12516,Mitsubishi,Eclipse3dr,2009,6900
12517,Mitsubishi,Eclipse3dr,2009,5499
12518,Mitsubishi,Eclipse3dr,2010,9495
12519,Mitsubishi,Eclipse3dr,2011,11950
12520,Mitsubishi,Eclipse3dr,2011,7998
12521,Mitsubishi,Eclipse3dr,2011,7681
12522,Mitsubishi,EclipseAuto,2012,11999
12523,Mitsubishi,EclipseAuto,2012,11995
12524,Mitsubishi,EclipseAuto,2012,10990
12525,Mitsubishi,Endeavor4dr,2004,5791
12526,Mitsubishi,Endeavor4dr,2004,2599
12527,Mitsubishi,Endeavor4dr,2006,4987
12528,Mitsubishi,EndeavorAWD,2008,4950
12529,Mitsubishi,EndeavorAWD,2011,9000
12530,Mitsubishi,EndeavorFWD,2007,10895
12531,Mitsubishi,EndeavorFWD,2007,5995
12532,Mitsubishi,EndeavorFWD,2008,7500
12533,Mitsubishi,EndeavorFWD,2010,6987
12534,Mitsubishi,EndeavorLS,2011,8808
12535,Mitsubishi,Galant4dr,2001,1500
12536,Mitsubishi,Galant4dr,2002,3988
12537,Mitsubishi,Galant4dr,2003,1500
12538,Mitsubishi,Galant4dr,2005,2900
12539,Mitsubishi,Galant4dr,2006,5694
12540,Mitsubishi,Galant4dr,2007,6994
12541,Mitsubishi,Galant4dr,2009,6099
12542,Mitsubishi,Galant4dr,2009,5988
12543,Mitsubishi,Galant4dr,2009,5713
12544,Mitsubishi,Galant4dr,2010,8588
12545,Mitsubishi,Galant4dr,2010,7987
12546,Mitsubishi,Galant4dr,2010,6999
12547,Mitsubishi,Galant4dr,2011,8995
12548,Mitsubishi,Galant4dr,2012,11988
12549,Mitsubishi,Galant4dr,2012,9991
12550,Mitsubishi,Galant4dr,2012,9499
12551,Mitsubishi,GalantFE,2010,4499
12552,Mitsubishi,GalantFE,2011,9987
12553,Mitsubishi,GalantFE,2011,8995
12554,Mitsubishi,GalantFE,2011,8987
12555,Mitsubishi,GalantFE,2012,9995
12556,Mitsubishi,GalantFE,2012,9395
12557,Mitsubishi,GalantFE,2012,9000
12558,Mitsubishi,Lancer,2012,32493
12559,Mitsubishi,Lancer,2012,29999
12560,Mitsubishi,Lancer,2012,28199
12561,Mitsubishi,Lancer,2013,35988
12562,Mitsubishi,Lancer,2013,31622
12563,Mitsubishi,Lancer,2013,28990
12564,Mitsubishi,Lancer,2014,35988
12565,Mitsubishi,Lancer,2014,35988
12566,Mitsubishi,Lancer,2014,32988
12567,Mitsubishi,Lancer,2015,42695
12568,Mitsubishi,Lancer,2015,41999
12569,Mitsubishi,Lancer,2015,39795
12570,Mitsubishi,Lancer4dr,2002,3500
12571,Mitsubishi,Lancer4dr,2002,2495
12572,Mitsubishi,Lancer4dr,2003,20995
12573,Mitsubishi,Lancer4dr,2003,15950
12574,Mitsubishi,Lancer4dr,2003,6490
12575,Mitsubishi,Lancer4dr,2004,5555
12576,Mitsubishi,Lancer4dr,2004,4999
12577,Mitsubishi,Lancer4dr,2004,4933
12578,Mitsubishi,Lancer4dr,2005,4495
12579,Mitsubishi,Lancer4dr,2006,31995
12580,Mitsubishi,Lancer4dr,2006,31299
12581,Mitsubishi,Lancer4dr,2006,26449
12582,Mitsubishi,Lancer4dr,2008,25988
12583,Mitsubishi,Lancer4dr,2008,24911
12584,Mitsubishi,Lancer4dr,2008,22950
12585,Mitsubishi,Lancer4dr,2009,8500
12586,Mitsubishi,Lancer4dr,2009,6988
12587,Mitsubishi,Lancer4dr,2009,5991
12588,Mitsubishi,Lancer4dr,2010,24353
12589,Mitsubishi,Lancer4dr,2010,22999
12590,Mitsubishi,Lancer4dr,2010,22950
12591,Mitsubishi,Lancer4dr,2011,28988
12592,Mitsubishi,Lancer4dr,2011,28500
12593,Mitsubishi,Lancer4dr,2011,24995
12594,Mitsubishi,Lancer5dr,2010,6792
12595,Mitsubishi,LancerCVT,2012,9095
12596,Mitsubishi,LancerCVT,2012,8945
12597,Mitsubishi,LancerCVT,2012,8000
12598,Mitsubishi,LancerES,2013,9995
12599,Mitsubishi,LancerES,2013,7990
12600,Mitsubishi,LancerES,2013,7989
12601,Mitsubishi,LancerES,2014,11989
12602,Mitsubishi,LancerES,2014,11988
12603,Mitsubishi,LancerES,2014,10495
12604,Mitsubishi,LancerES,2015,14999
12605,Mitsubishi,LancerES,2015,12595
12606,Mitsubishi,LancerES,2015,12495
12607,Mitsubishi,LancerES,2016,16295
12608,Mitsubishi,LancerES,2016,14999
12609,Mitsubishi,LancerES,2016,13995
12610,Mitsubishi,LancerES,2017,18500
12611,Mitsubishi,LancerES,2017,14999
12612,Mitsubishi,LancerES,2017,13999
12613,Mitsubishi,LancerEvolution,2015,33995
12614,Mitsubishi,LancerGT,2013,12995
12615,Mitsubishi,LancerGT,2013,12875
12616,Mitsubishi,LancerGT,2014,14495
12617,Mitsubishi,LancerGT,2014,13500
12618,Mitsubishi,LancerGT,2014,11490
12619,Mitsubishi,LancerGT,2015,14599
12620,Mitsubishi,LancerGT,2015,11995
12621,Mitsubishi,LancerGT,2016,24152
12622,Mitsubishi,LancerGT,2016,23592
12623,Mitsubishi,LancerGT,2016,22555
12624,Mitsubishi,LancerLE,2017,16000
12625,Mitsubishi,LancerLE,2017,12995
12626,Mitsubishi,LancerRalliart,2013,18000
12627,Mitsubishi,LancerRalliart,2013,17988
12628,Mitsubishi,LancerRalliart,2014,23999
12629,Mitsubishi,LancerRalliart,2014,19500
12630,Mitsubishi,LancerRalliart,2014,17962
12631,Mitsubishi,LancerRalliart,2015,19499
12632,Mitsubishi,LancerSE,2015,13499
12633,Mitsubishi,LancerSE,2017,17995
12634,Mitsubishi,LancerSEL,2016,15898
12635,Mitsubishi,LancerSEL,2017,15987
12636,Mitsubishi,LancerTC-SST,2012,14995
12637,Mitsubishi,Mirage,2017,13600
12638,Mitsubishi,Mirage,2017,12480
12639,Mitsubishi,Mirage,2017,11950
12640,Mitsubishi,Mirage4dr,2001,3500
12641,Mitsubishi,MirageCVT,2015,8993
12642,Mitsubishi,MirageDE,2014,10267
12643,Mitsubishi,MirageDE,2014,8888
12644,Mitsubishi,MirageDE,2014,6985
12645,Mitsubishi,MirageDE,2015,10595
12646,Mitsubishi,MirageDE,2015,10595
12647,Mitsubishi,MirageDE,2015,10489
12648,Mitsubishi,MirageES,2014,9880
12649,Mitsubishi,MirageES,2014,8995
12650,Mitsubishi,MirageES,2014,7477
12651,Mitsubishi,MirageES,2015,11995
12652,Mitsubishi,MirageES,2015,11395
12653,Mitsubishi,MirageES,2015,10989
12654,Mitsubishi,MirageES,2017,12588
12655,Mitsubishi,MirageES,2017,11800
12656,Mitsubishi,MirageES,2017,10995
12657,Mitsubishi,MirageGT,2017,11890
12658,Mitsubishi,MirageSE,2017,11300
12659,Mitsubishi,MirageSE,2017,10990
12660,Mitsubishi,Montero,2001,4250
12661,Mitsubishi,Montero,2001,3974
12662,Mitsubishi,Montero,2002,4999
12663,Mitsubishi,Montero,2002,1500
12664,Mitsubishi,Montero,2003,7900
12665,Mitsubishi,Montero,2003,2995
12666,Mitsubishi,Montero4dr,2001,3888
12667,Mitsubishi,Montero4dr,2002,4495
12668,Mitsubishi,Montero4dr,2003,6491
12669,Mitsubishi,Montero4dr,2003,4995
12670,Mitsubishi,Outlander,2011,17988
12671,Mitsubishi,Outlander,2011,11980
12672,Mitsubishi,Outlander,2011,11400
12673,Mitsubishi,Outlander,2012,12900
12674,Mitsubishi,Outlander,2012,11767
12675,Mitsubishi,Outlander,2012,11418
12676,Mitsubishi,Outlander,2013,14974
12677,Mitsubishi,Outlander,2013,13988
12678,Mitsubishi,Outlander,2013,13700
12679,Mitsubishi,Outlander,2014,15988
12680,Mitsubishi,Outlander,2014,15223
12681,Mitsubishi,Outlander,2014,14999
12682,Mitsubishi,Outlander,2015,18998
12683,Mitsubishi,Outlander,2015,18875
12684,Mitsubishi,Outlander,2015,17775
12685,Mitsubishi,Outlander,2016,19999
12686,Mitsubishi,Outlander,2016,19991
12687,Mitsubishi,Outlander,2016,16995
12688,Mitsubishi,Outlander,2017,20664
12689,Mitsubishi,Outlander,2017,19900
12690,Mitsubishi,Outlander,2017,18595
12691,Mitsubishi,Outlander2WD,2007,8995
12692,Mitsubishi,Outlander2WD,2007,7777
12693,Mitsubishi,Outlander2WD,2007,6285
12694,Mitsubishi,Outlander2WD,2010,10991
12695,Mitsubishi,Outlander2WD,2010,10566
12696,Mitsubishi,Outlander2WD,2010,10377
12697,Mitsubishi,Outlander2WD,2011,12888
12698,Mitsubishi,Outlander2WD,2011,11998
12699,Mitsubishi,Outlander2WD,2011,9999
12700,Mitsubishi,Outlander2WD,2012,12000
12701,Mitsubishi,Outlander2WD,2012,11682
12702,Mitsubishi,Outlander2WD,2012,10998
12703,Mitsubishi,Outlander2WD,2015,18995
12704,Mitsubishi,Outlander2WD,2015,17000
12705,Mitsubishi,Outlander2WD,2015,16991
12706,Mitsubishi,Outlander4WD,2010,9992
12707,Mitsubishi,Outlander4WD,2010,9856
12708,Mitsubishi,Outlander4WD,2010,8682
12709,Mitsubishi,Outlander4WD,2011,15595
12710,Mitsubishi,Outlander4WD,2012,15899
12711,Mitsubishi,Outlander4WD,2012,14000
12712,Mitsubishi,Outlander4WD,2015,22995
12713,Mitsubishi,Outlander4WD,2015,22486
12714,Mitsubishi,Outlander4WD,2015,21979
12715,Mitsubishi,Outlander4dr,2003,3999
